order_id,driver_id
108658177080,488179456080
109074345713,844703525180
109188641118,202271698102
109219721305,657548812746
109270829316,793940507816
109305435505,945772317320
109389586809,659443690057
109652448111,137811101635
109667986818,712281851526
109684471700,732243136120
109807993319,833521727930
109869548717,638596155210
110008904517,156730496684
110021690201,572658769690
110053896514,248968676380
110065443713,543313054836
110144481805,334132796724
110207925308,633330763714
110290205713,599140056658
110347087190,200772959867
110631344403,177885382881
110726269811,431254611603
110765906190,771720791726
110892911110,597483255460
111003289010,610036253156
111020486910,838038001328
111168463150,621813116376
111198102060,877131972079
111454382080,907013111954
111716901203,455825373885
111869666718,975175489439
111908154713,499521958940
111910624180,377162258094
112526939819,483917170700
112713528213,275045309295
112815257706,713592108316
112863414309,403321283919
112939835002,218145185534
112969574019,870872465278
113070932104,455426025756
113195116080,650439693087
113255877918,644818562724
113348414508,483490533875
113355373008,470685508727
113465307416,629729285500
113530475409,262206982174
113569663507,539206272204
113661551317,425696929533
113677654100,219435696186
113732968060,921403809466
113743490317,452831153470
113808449317,722143793474
113896301010,433996311043
113913784500,202645792517
113947275160,498576189494
113993045911,923832771581
114000260803,854482710272
114035999216,148509896518
114096626603,713445824551
114204365705,770299137000
114321661915,290578400537
114392590700,294467193199
114530721610,254265392848
114581346013,898046527864
114620819611,495388406713
114627987612,750435115200
114846674710,404265998651
114931023400,353887578937
114962736116,459847712298
115019015102,716457564912
115026300607,429976810652
115200172415,266736191466
115298368911,953031660690
115559962105,804935016935
115662146203,359772569959
115712134130,512315445080
115776365306,917109698948
115928234014,816348634330
116120594016,932432469708
116289387805,233644865402
116361527211,105499698035
116487990001,706373456701
116533214102,516196970650
116565957700,725270968793
116575164203,996996863740
116615118114,717065165845
116681852705,347927858467
116706188717,264088777932
116838396117,264088777932
116899480105,983227752674
116940400019,411465394911
117045625802,285981643293
117077943316,143523993741
117195562819,886955125660
117300124715,768921249216
117344181409,802692269332
117406630819,189430185215
117517685510,685393680823
117522530907,630022347704
117622414813,326861407923
117667984607,115885862902
117921503508,230856495907
117930600415,975005219224
117996063519,330552898802
118008884716,484447596668
118137885218,136513534292
118334381204,423679386105
118489403705,476986083000
118595259306,252108617157
118650130214,589231678151
118717254509,958005755089
118834238207,923748594922
118901861018,606279904557
118956586914,530166490635
118965794216,147485638810
118976548030,334295000971
119087272309,205276352981
119143203902,282897339267
119279999180,780428742442
119322392705,108881372484
119436454117,407735939143
119456814614,589547572990
119473955500,216091025274
119478260802,750108193353
119534733717,202271698102
119573270605,328572739197
119580113190,713245014474
119602320411,505508123434
119928758003,487110505113
120005795719,662026959880
120037764150,438568145531
120037869111,684086970999
120041376904,497307618950
120055975412,302199081166
120227469810,516180772090
120247986503,259186636053
120307455509,839379039600
120416612314,270695716028
120474904608,977314032475
120541263513,496568977408
120722523315,450655767157
120819181717,864989941234
120925169519,201588313393
120976254607,918667144162
120995641711,263367369335
121014887505,216091025274
121026953904,679886052313
121095308014,853900674777
121101808417,137952614754
121122902819,401777035143
121154903120,986914089163
121197813717,945340517226
121210296709,356446961629
121233948108,708953393706
121305981814,807449111230
121515292014,350475799183
121537265711,187742247710
121581907080,147595681352
121788554114,407116466666
121798006106,276809474225
121860018301,386471787276
121888663606,886232831276
122309314505,921568382882
122601536180,752740182191
122651377310,407009999209
122683994307,935524311589
122768880710,177100274182
122787405805,353646729339
122820700304,731979514608
122956636810,853035578837
123029861617,795421491372
123046142314,137834946563
123134654410,748696313460
123146249120,150987650430
123152467040,438568145531
123271016912,626264680504
123278260600,822047226874
123473964417,478398139507
123515587706,436288172426
123665698814,929261726097
123727485190,746264113144
123750304207,943166955512
123789548060,279739436763
123826764003,529119972534
123910929913,545867131135
124030982416,500264651082
124113504405,629611912400
124180845111,698011759810
124211334502,857984614330
124425973302,846335307403
124486451913,741098065137
124513657711,468530712577
124635717807,883557986565
124761769415,292371422898
124799652060,511669807644
124820757917,932629172780
124992698517,182806699695
125016879030,720819175797
125063807302,884006876365
125067994060,808098810621
125094532906,943977256145
125260091700,951643071037
125299921209,794605711686
125314843513,252582443839
125328903602,385139943212
125525305804,474040566374
125539687508,520816425916
125729626401,318011300214
125732363115,921246824940
125780138080,643032064643
125784271008,416204938282
125822535309,233660861011
125822677112,846347274600
125900726805,531171939025
125978894040,489730628093
126122331809,709210273168
126205153611,233926984358
126220484817,111643881540
126375212215,361093869305
126471971518,477917653864
126562501200,417849126346
126597944616,403803508193
126821203718,814514354669
126829797609,715361146234
126847744703,750114858490
126939247904,101488763958
126966834704,817310419677
126988985512,816673790082
127019440100,541209205552
127133816309,753110703939
127166926112,979009009877
127263547902,712445808699
127272280204,382999329517
127659836310,663536912698
127703078403,789142694609
127779612200,117460850535
127878289500,175860680751
127887590050,103539144205
127958007419,856672394019
128012061140,208122262073
128194270010,629611912400
128308140515,937522526778
128336316009,219322559067
128444117604,339202850466
128469908708,142061787594
128691851011,243461090302
128735703000,313462915999
128765282717,493239186093
128832899301,700816988926
128991334901,449692042560
129008105604,727906518215
129029955217,379029503250
129085456307,588124825769
129113407719,406370189221
129130268004,357837609452
129193760700,729230978855
129307590006,791073387888
129321770200,832788478530
129328254208,753935676250
129446383412,529788769276
129489072703,873552761047
129609165313,353729032188
129705492406,146621481610
129743277401,702787219948
129759046217,675144831250
129767749517,908182151428
129778753209,153329746164
129846267819,675521202583
129860110015,884121041650
130091178208,176832700974
130235441614,315817591137
130253598211,240584021465
130459831014,435024026090
130553816060,398825819688
130622414910,191923451211
130798619619,922758464762
130799686612,656007085969
130841312413,904442276808
130912055214,110769983613
130930528812,816946979378
130941761502,886518583213
130992443519,439210638760
131015909012,356701656384
131129100406,996326998494
131146814203,843993930627
131168685601,354188508686
131192980719,193329762124
131207592218,848492781005
131226681715,213881165240
131226812013,482460032535
131258612515,808161592264
131396932307,993950408433
131516415614,245858427185
131642048607,994324986803
131718327606,518870417303
131883182914,870914829702
131884981510,220461474506
131995621508,273608054690
132119339815,991261569593
132194744030,289104353076
132533282200,457196033941
132691627619,680054876236
132761548810,452406830301
132952316706,696035696778
133026128090,334809051587
133240863405,815941503521
133247413318,477062052520
133379177618,949947121170
133559265801,765458166150
133607933418,346309909489
133678327710,155427372009
133760241013,876615642608
133811504419,274410723387
133848733406,624174528710
133862615616,989542985879
133871453713,951643071037
133924568210,685393680823
134130959713,818668212716
134222699413,778816873772
134246165818,361206284931
134631984710,449692042560
134633759804,266030225640
134657353915,992814175602
134745253519,575246691819
134821123913,811767478010
134939405214,226597947729
135072935012,635004618979
135099699080,841402947691
135189629504,487198233765
135233395113,813554519366
135259320513,927948192565
135312692405,434439459788
135448774715,397154104499
135480056216,876077419316
135498414010,896629264621
135772976707,761070306373
135946199312,240716362594
135951313313,417849126346
135988256502,763915906796
136026849003,989973894380
136182342510,334618096060
136248110619,484447596668
136278184612,172732342752
136361942702,391425352150
136564750700,286883814006
136960514410,961869239590
136968810312,231946074594
136986703011,434811609132
137032186805,400106204329
137127102609,236474254519
137190170402,744017867924
137301912518,693745110100
137473013308,324851085503
137582182307,236563514539
137669980201,884126370846
137815279901,220640040588
137881379619,907248537300
137884376916,316066381004
137913960915,599779139299
138036341805,238030392006
138125658000,981190233602
138334819014,376052169952
138423945501,997327053865
138426381819,146014134584
138869505103,360077205703
139015684012,562151145510
139348763507,500922335057
139374287711,147485638810
139430048615,696776404227
139449754700,209548028761
139731295816,716793400897
139791678601,107551420935
139913681100,990514885092
139921473018,604677166491
139991223900,917420265470
140192951719,948874142926
140314561216,829572027697
140334225310,377134783300
140346093109,643069866279
140507914602,678825582244
140531135314,322419535083
140589181413,759251727490
140675529716,933911440638
140694003002,173675519298
140824439902,660926051479
140860671412,577174717241
141009321302,615400767730
141026686080,600047202809
141054836415,407009999209
141139419411,589044208535
141146448003,601565767049
141165533508,559428111338
141262590050,207156700588
141292447313,954921348243
141358047402,425007206914
141384323808,371763101600
141432776902,740289568370
141456898707,917109698948
141543536900,265802540153
141558991309,256230623488
141615444212,883557986565
141731195007,877922108082
141760027218,880842938614
141843278611,461700283207
141854888617,294661493753
141901929110,336979845873
141940518102,428297485997
141993332901,618597723335
142219511313,518870417303
142240814714,506903492490
142307456100,845467136495
142310168008,106255152380
142358547130,976173118420
142402099713,521765798289
142429224602,400788994449
142432714416,799956377733
142448964115,158120643600
142631356916,980363384300
142637835816,923488914253
142675339108,296165095937
142677257907,576736430075
142740206310,769988763369
142780159418,324609442558
142856658503,392032677777
142903526911,115132067432
142992253815,885860596812
143326721705,645622251793
143350551302,645493591710
143568162909,585172548058
143727981703,467351278302
143743109919,909182316311
143760227809,657023082421
143774809015,725128038619
143788261615,559428111338
143814523100,318012387943
143824783112,415688915925
143845093704,342246526437
144092777903,144704822259
144110143001,188054864445
144301175403,467147449723
144315811402,610379459869
144345244020,711072342978
144529386714,202909972490
144540096306,883443309559
144569931013,618040609303
144614638402,751559736956
144627245718,382319141926
144835484070,426376238286
144864658406,832643535588
144867302900,401668279319
144986063712,946836761556
145065030615,111829939005
145099973915,765635573317
145171782202,691141022598
145278281001,791609791935
145584310403,775221276081
145588912203,823226861937
145642232619,361517081373
145653534160,343701181351
145678953201,932825345893
145930346403,313270777536
145943162301,347549911323
145998532115,255790249979
146006910060,471788877652
146079349206,558057262901
146186129115,966633633014
146278742901,889657930981
146420091905,213881165240
146479919712,251155209123
146485170308,818668212716
146597434400,329982993844
146641405310,730340479104
146688568903,426642430939
146731778506,771009141976
146881647500,325948474818
146956182118,338351156431
147002913130,243443261783
147032991117,472436390055
147087054305,305343721796
147159947817,207748816178
147273396090,284282786602
147292757703,214894109917
147368112800,707593614639
147442919170,995688977401
147644994803,839945800235
147656321310,853850168736
147680795417,771749100136
147681627809,299859778020
147719038106,134140431750
147788281611,696843490160
147834516616,999087817269
147841810918,330468723900
147854810515,798277706137
147884265200,603057675594
147946244518,159481796757
147983432406,284801681796
147993013402,733656259914
148026687908,232035495338
148158928612,334427166826
148255856918,773795458349
148334006814,213140250200
148411145903,554787782090
148529046050,617846932014
148582264116,860185877611
148711523116,795063097340
148728994008,858770549203
148787718918,682633510239
148897540100,300820451126
148930689818,240328430994
148996725706,451484866775
149097094710,790176009711
149113472501,921175392134
149235250409,997104905090
149266544708,623671869800
149329958130,427594060090
149370410215,345899648751
149521929113,693745110100
149535020160,178786843121
149767521617,417849126346
149878426702,386410564428
149975256505,222192100900
150009510060,767139346890
150012048314,981979178449
150080954404,358960417398
150236242080,108653740588
150247329604,155906709162
150307368609,239834197374
150422421904,254298099528
150531070917,172438451614
150617322503,587259310430
150744896116,725429350269
150802559210,310908411610
150803018012,109886863956
150878734806,645111950252
151108791104,495388406713
151151457417,813489115662
151154283608,577909774514
151201377510,640696478920
151459454709,198203034859
151486507407,771676380160
151523959518,352828261900
151589851409,680391703684
151701187718,148345178182
151764866811,713017721780
151933352109,992451613674
152002451413,198359840180
152033032009,901352078437
152033352019,965256117275
152092430304,498860005470
152237614050,601565767049
152412907710,687323934509
152485368616,685393680823
152562588607,540619258130
152601568603,942711227942
152659029911,770299137000
152747357707,437650130114
152842266407,326861407923
152849765020,502387627943
152915468703,125708778128
153054874311,708953393706
153149137414,551147965870
153211612404,915009685643
153223888602,405764140161
153514551814,623485799645
153595086916,476612714263
153603556318,211148260377
153614738200,350327538303
153664242408,704968827504
153672607401,985893215240
153700374104,402953631270
153711202208,426376238286
153801456909,770299137000
153841892113,266838710223
154058364805,901944430651
154268505812,967982905267
154294780000,142959374045
154336669208,742853567046
154340813210,718849166321
154354034303,729395763382
154362248513,470666333580
154390899515,817870447679
154395373614,402423010603
154533407114,570973169207
154946266603,285706256446
154960135105,642134834655
155067447160,847056882904
155315520413,111910874923
155336377070,753037563489
155380164108,446895331878
155471162015,770714754399
155625696203,452406830301
155785507915,900684422533
155796654915,725684411420
155819607160,156767932900
155883441030,542622362675
155987859609,167476946937
156003098809,883443309559
156101559804,857893305732
156109350917,691141022598
156114898412,414063576033
156257490600,698270559734
156295364905,281396870114
156310371410,637467916719
156418394202,366887302450
156528257312,213140250200
156537601214,672109977420
156598749317,755346370294
156636995419,280245900258
156675140011,305627012174
156696211713,987709179060
156752434701,676509290707
156871385015,339202850466
156902371110,587708069843
157056143310,757859970183
157228930414,772321604944
157254934811,501699956610
157392764006,937643398470
157576387217,492043202194
157686256404,128210482042
157832727050,320736253044
157891336917,620328125643
157927845213,192353625450
158033000307,952093855517
158291464314,225160660940
158385708118,414063576033
158405636805,707784570979
158429427114,356910019590
158497771207,555797418084
158561612919,303001786321
158572494703,352598911990
158597390014,940172969440
158834492017,783786696649
159089070917,793221828809
159188332719,217246115785
159225538509,296350509463
159233760718,880453226182
159278332804,873343403643
159374192002,299939222251
159383852505,318011300214
159386907306,998673225604
159458342010,711501013322
159513292919,403770358340
159595595019,762608171855
159655036319,246577579884
159795919517,318941439297
159829306108,309464742400
159895392712,264644809916
159943501010,126585513344
159984943814,243443261783
160186455809,632096193552
160208433405,241283692169
160260590014,781915183401
160307795517,989973894380
160437107304,890584555682
160578813114,223330636201
160678419609,864896578426
160702676600,772003599545
160747267913,874045119128
160757188303,507432453253
160992094702,843235586325
161012084911,826101379005
161015003013,886232831276
161131768304,716436621518
161192028513,412823198293
161204114206,218138587462
161305753306,925594561193
161334125110,526281183911
161371955112,987474566940
161424939113,724585649625
161608793219,545625472825
161625159702,244887574431
161712456040,450655767157
161765679804,227281721445
161793171019,576989885321
161884941050,682026146594
162034703614,140602329510
162121916212,161245845297
162152636107,445830237110
162275715114,506470987440
162485409150,136513534292
162491922517,526224822210
162601351912,727086199307
162634964706,313270777536
162765501803,917154959110
162785987311,889524816888
162936812100,255423405976
163050787150,273065909459
163309468206,924825355008
163319558020,205076981535
163355503006,326841064192
163603202207,743437890485
163657429413,462587317002
163767583911,566086490000
163774582500,382981147007
163808968115,729230978855
163830053808,676473016702
163836921802,521489841954
163848543204,693972462510
163867057213,299859778020
164039376219,885683964680
164250200215,649730179161
164399641500,845467136495
164505548305,650581544120
164534405814,736074393075
164553519804,228775446161
164651545606,789134540835
164735969170,577854260519
164761205517,386789155881
164984511504,125229281120
165004571500,511458337101
165142716717,908714877598
165277934412,928581162508
165324250011,173216322414
165346028705,182365089228
165391380600,877922108082
165592480406,245858427185
165626425404,398030020000
165672734404,345144756719
165704693612,299859778020
165750223000,951186472015
165793333502,960968096020
165905311809,624663781874
165931795906,990461365229
166021285506,857893305732
166088583005,890580664180
166307370507,252849726639
166356489200,627769447837
166413916703,483917170700
166430896310,178102503935
166458234212,569007420250
166797349700,115182444213
166841270619,637022107750
166906723200,693130248531
166924593806,616738768297
166970202709,568660141302
167151722515,980045284845
167164917100,837222422645
167248031017,210225625526
167291152703,755337816370
167384400307,764343239033
167407708717,464926045370
167485548017,769451233401
167544079909,651829901098
167559897060,402507495806
167591335606,241283692169
167669249104,474040566374
167795673114,366615536110
167852014600,548073995800
167964597707,293847767180
168138871302,342972653550
168158944005,637183553991
168233862512,753935676250
168368218115,200755630363
168476047711,366127094223
168579520412,633698337626
168772832070,320791169715
168963045807,794928927235
168963371717,272539556804
169036367206,740172518500
169065624702,747715710114
169150025319,380367171209
169338213814,960265745469
169340963302,312436747079
169387593112,473261008285
169467319201,462374703110
169533293602,910471171037
170023030209,703688013950
170044156006,696750046802
170137978815,487198233765
170234798510,765068520271
170250436209,559493944547
170270854205,839204553592
170383260301,797080262722
170420649307,401777035143
170580164316,686655851141
170726510812,745564132633
170732120140,781001124817
170816058306,429708517860
170997892309,110717344180
171027361907,436283464763
171176495905,914602361082
171300917808,129667653448
171304674217,942718742957
171333903208,155996123208
171547025213,997662711433
171632808006,401195477807
171689619700,550810662506
171767455509,730134304004
171780622702,797706669260
171782771414,146042968412
171825195902,581179038621
171902674403,813187472160
171908838304,376245881850
171936817418,534426150192
172061969501,477206724192
172225770610,166501753383
172401060201,524563312953
172404457409,387182561566
172405752300,118013534981
172447963702,877712690731
172474238609,386560795206
172503233903,833817805696
172563829119,760097124166
172605587211,387221559476
172632594516,942444006530
172843308012,976590914459
172877981417,727906518215
172927500106,960279951980
172945068005,767029787982
172949133600,955268498409
172980393411,763915906796
173070131801,774405534242
173224464615,165594571189
173472399005,927218890423
173489931600,267634452826
173574372011,678947283782
173609428801,640181503584
173696528112,283662999043
173829874701,839288821040
174012442713,781144651965
174020702505,718051902350
174159743313,165461602989
174176498302,567507789351
174273599150,178665706354
174310468417,660561929475
174479156104,905681905638
174526227418,667286717518
174598092300,622416959721
174600084180,326397391600
174793031105,960404719825
174795877013,644818562724
175039582515,790395398219
175126702801,843045181562
175145065407,457195251777
175226788109,852305754425
175247721501,454604871778
175261744915,400160952525
175295839008,249789002857
175303800814,457343254144
175305934615,663786974549
175350342316,178102503935
175382409107,846440239782
175417801714,744675028100
175487067407,848439498604
175552424408,974683747497
175605169716,666361382152
175637943612,783189806415
175644500113,693972462510
175658599700,965096305667
175804008505,910380065966
175845864701,223645844196
175859741712,215434469351
175914822105,884006876365
175953553207,146042968412
176137248419,581016108447
176217360100,204635885255
176274052018,997292110952
176418734109,616287113215
176434590514,908795208310
176582052315,513951201753
176632000907,985396638044
176681237409,983227752674
176714748714,200300595326
176862922013,453400622683
176979377107,316066381004
177147724800,702899384300
177240476417,449692042560
177288104106,177946882723
177475374719,453414526403
177499093105,634773780455
177546776602,523080469908
177604329202,235995572320
177625852710,983712272643
177804380110,693745110100
177833666605,568448377380
178072510610,271065678535
178101504419,254298099528
178256722414,818595562066
178502358413,196107034593
178576568707,154495051688
178586723180,944828600535
178726876401,609382937830
178768803907,830949872484
178915774118,990754393962
178936665405,456564627101
179201966611,771518162245
179294273704,772003599545
179365995707,433456969911
179444423207,624435957903
179521671302,447527589844
179641926904,103317127411
179686452419,998003352410
179784449509,139652590809
179861780309,180912832331
179974548170,818829152792
180095809917,415077493904
180219368903,890843198819
180257868918,568237121366
180302984050,192052858130
180365166912,970921222021
180409841100,844119722055
180463773413,286789102962
180558708719,655112896655
180613695606,945769607346
180661052408,260709170522
180698664705,333921754210
180783825414,629705005398
180811417519,817048092423
180851546114,454089366335
180856496615,995405986283
181051367810,622797326730
181052213509,167755951720
181223134519,960265745469
181393361115,259186636053
181480409217,633841150777
181509389613,487198233765
181538171303,439212273370
181666656117,359187585212
181721379170,817836821216
181787678907,651076418482
181842551408,642259955511
181955713050,191923451211
181988863410,235880977501
182082501601,586519381363
182112143101,853145308580
182521291101,937944607384
182724938802,712445808699
182736220404,237328248043
182739803911,234191348963
182770415301,415688915925
182824730819,759683098377
182885770111,150833756980
183004274613,849369479734
183050032708,376588944400
183159351208,911426120637
183355613709,368100214297
183379539210,148953337271
183391146718,628443359987
183439791014,450467898965
183618819504,954038071367
183644316913,139813991353
183685514818,740992816023
183745843180,110774820109
183786577110,205372715065
183822404919,626650800554
183883661715,760564644918
183894755815,236563514539
183910826508,440510331773
183993181817,267634452826
184024951909,749120238167
184104571114,656306947259
184291542309,801308846678
184403121116,844119722055
184514843814,779289438946
184542557716,119784433861
184582669313,295071170146
184635021403,447306837230
184638920150,967697287670
184689315700,217246115785
184705160000,985893215240
184739882519,617139570670
184815548802,650581544120
184950473603,655599169932
184967631715,513783666940
185059803808,549315265790
185109192040,146611682480
185356911915,605054008590
185502642090,580436662813
185619235618,309291393059
185650892309,275903598242
185668927516,609738566955
185671155007,866757582981
185819792809,571980307930
185980638817,787871145547
186522841612,428950173355
186535755813,516180772090
186569136909,398030020000
186606099802,130885652322
186631293206,905980862546
186742156100,333494753419
186918027705,450467898965
187059833215,361077198388
187186903605,351638013489
187229305160,481225789877
187353842105,857222207300
187450233702,176832700974
187499219101,778946282893
187532822018,291220142441
187537067316,433558762273
187681303217,987054238430
187731262704,846440239782
187819357910,797706669260
187954271402,750108193353
187993598316,751898867931
188226477007,855583951495
188344309004,659304317175
188427786300,375844826560
188476082710,876626620691
188530596713,626430250300
188560045716,921308625417
188573238700,196967824605
188730319802,907125000597
188768002708,980226328047
188773482110,103317127411
188996259119,214514112639
189062013716,643632459200
189213925017,906884966225
189329276615,380228208294
189358242918,927352865193
189420166212,930229047484
189440208218,833089954204
189466127305,595525475586
189642558301,627769447837
189766076019,103317127411
189802723812,406486842902
189826381105,577548003968
189856417911,733276520074
189875551016,356669907417
189908581402,375377502592
190080366709,703833576670
190115659104,712337536406
190248365104,702144147796
190396967411,837795582875
190445798910,466681943173
190480459219,542062046669
190490606118,757880286381
190537446201,653861435716
190557432000,415220216730
190630186401,399193337670
190778813511,702673428810
191104853308,609315725054
191177721011,561934508086
191298113618,627606392711
191321472207,721653462292
191349154719,630408442773
191470867208,495059807744
191655279803,134412453357
191790110515,361032898559
192022039717,367644469808
192022577116,397081534961
192118111815,401285658992
192381480919,251836650766
192450029518,475395006146
192467554600,852146532843
192639489218,640285169220
192929010509,677182416796
193014625611,333576356000
193027780919,454993852980
193038245714,175606805117
193097879000,712281851526
193197691214,776507986610
193239655310,982441098770
193251547814,942150386571
193340042719,686427422864
193478237200,997104905090
193528244704,504844910171
193741413804,645493591710
193771176070,775382950057
194048389507,567079323298
194057974218,240201331205
194170863505,703507739179
194190542615,621677325219
194197006150,444410246559
194431193218,987907968941
194604173500,863782446368
194606127506,729396482669
194740078713,609247865004
194961326315,189745349610
194993435812,931959818802
195098342180,518168461024
195316143500,485600695122
195453161200,333576356000
195519186308,863666871266
195553629609,514763353630
195571324618,422372772090
195593250719,789111578318
195862851907,674300726170
196002506017,451311526236
196040231902,140890672615
196187240800,248560895315
196214034914,235995572320
196375082606,507744426569
196517516000,589231678151
196533674105,558057262901
196575456606,757316937721
196916736900,248506925245
196922589304,226597947729
197014359704,216256403292
197166463604,544465704983
197225240204,762608171855
197274265915,863463686280
197293472514,516838806706
197537041602,540983807470
197801406413,347745483760
197880285209,184159073834
198578417205,240672509858
198675850712,643632459200
198762280701,843851605117
198796622305,240201331205
198816442718,198647175157
198867314303,492043202194
198936348903,878213994770
199022789114,642134834655
199037438000,202971080983
199055837012,777044824272
199081376403,483476313781
199142696913,426090350017
199255117000,593442257838
199263325040,509763652264
199377772030,807558699166
199378261110,660926051479
199446215518,548073995800
199448809080,168554207668
199475666016,999104288588
199482306012,566354734208
199645890007,693972462510
199664862114,732998959112
199835776800,761735594344
199892078005,475395006146
199898627912,756268279390
199916051600,476986083000
200232828504,976752038989
200298251513,899295595357
200327495312,201519892734
200330325705,790101315365
200367914001,317264261900
200469279000,946990665610
200493448120,190714352650
200494764115,148953337271
200586364615,204635885255
200608277216,356446961629
200662222812,924825355008
200683477110,101583365707
200699589608,229039827680
200707681113,183545440511
200736000213,310242999651
200774906706,126585513344
200814590502,220900285441
200951889805,493239186093
200955348707,630459597919
201015430600,894962824130
201221408306,626430250300
201305577702,544788686130
201391417090,780290183470
201460757207,663536912698
201514601403,993408946470
201577915718,184460041609
201788217001,626264680504
201877505409,158508117910
202042130611,866540828698
202065575707,969545344902
202165119105,129667653448
202186769909,922758464762
202268849612,272952869758
202446515619,423743243859
202470832150,806429279020
202587002618,347293140776
202666306107,772999820580
202666562704,587580706081
202695783700,503195408069
202724469209,214237774229
202917388615,570973169207
202934722108,248506925245
202960304080,952067279988
203190450418,256080219835
203237423204,383672610491
203290488107,138957254200
203322717910,475121415387
203343461904,380228208294
203380906140,430290394747
203441918019,980363384300
203450773101,900965856544
203487298819,240716362594
203502379410,168554207668
203536185205,420407614301
203563050500,123451305973
203699561605,516463017032
203726602408,618878299346
203746293708,197531331119
203759819511,194171094958
203849403709,755671705600
203933117010,987502190463
203962398000,315664959762
203972118510,208877258999
203994136109,718831524188
204022946313,113179327285
204124750812,435183069660
204170223901,263651875507
204211273402,960055095788
204249395012,802279064010
204280188602,516196970650
204291844800,852146532843
204319862016,300432337401
204501059104,702673428810
204756916609,269536684216
204809729715,690137098050
204818631504,663536912698
204854740010,746285577241
204894378902,104315146729
204895270405,180674780273
204953585706,364369397161
205142445614,825496958206
205192610601,388902763931
205224275507,577854260519
205319737301,579005864552
205335545018,299483876417
205429353509,196754634177
205507419200,970020482623
205563334617,255613337514
205675444518,771552890627
205744745040,888967347266
205760909303,347745483760
205790850170,615473542967
205815168918,615570018519
205834543140,423706643280
205857146050,336275948364
205919620010,110935422744
205953916001,922998216329
206026793400,551711647814
206220541610,825160145827
206450677600,484447596668
206469874904,587259310430
206530375911,763482599607
206599669108,911426120637
206624576011,908182151428
206671542111,810308890163
206759019819,457286553110
206933306413,499433938660
206969181218,339822568996
207313208903,750469590580
207350470190,787929051623
207404474102,917630094602
207476815204,925973972450
207503450020,644138561088
207831836300,132151249613
207855058316,627769447837
207856378708,424713644447
207901687401,379288159497
207989660405,629520456563
208023804906,963642004300
208563726401,948513541714
208674916901,460738902228
208726538718,755029707491
208796250708,448258896637
208967216614,678947283782
209089093211,608802651804
209184382517,843993930627
209203726901,615855883671
209258157813,882165541250
209357559311,262531964900
209519520616,418312767513
209590159815,616352719010
209661931600,353705198348
209715840616,619403832814
209961601204,211651041661
209988719819,505447906651
210038516419,346107100538
210080193414,778816873772
210238908416,267590407483
210291248601,338351156431
210428719718,481327715012
210481881702,810122270783
210642259803,201827438449
210716832115,477130157187
210829202103,820070162448
210880626510,133189836236
211086762203,406170745046
211223077714,808612121393
211227388101,228466496618
211284641706,277322749405
211367739007,730811876570
211417611212,743679326692
211459121707,356882519200
211508219003,619876322573
211565902040,643611938452
211594111501,911426120637
211661253407,831100814963
211693856406,101559921902
211707151160,808167480066
211787977004,593139725044
211844308206,715415272120
211921322715,232646684943
212173709130,783189806415
212386239417,549636449528
212445177019,947180424190
212532402510,423679386105
212552711718,393654763849
212628596514,967848042800
212674567508,925595477418
212704643411,647902387628
